Sensor name;Date;dX;dY
Tilt 1;26.04.2022 08:00:26;-1.071;0.149
Tilt 1;26.04.2022 09:00:04;-1.069;0.149
Tilt 1;26.04.2022 10:00:05;-1.071;0.149
Tilt 1;26.04.2022 11:00:05;-1.069;0.149
Tilt 1;26.04.2022 12:00:07;-1.069;0.146
Tilt 1;26.04.2022 13:00:04;-1.069;0.146
Tilt 1;26.04.2022 14:00:04;-1.069;0.142
Tilt 1;26.04.2022 15:00:04;-1.067;0.144
Tilt 1;26.04.2022 16:00:26;-1.069;0.144
Tilt 1;26.04.2022 17:00:04;-1.069;0.146
Tilt 1;26.04.2022 18:00:05;-1.069;0.146
Tilt 1;26.04.2022 19:00:05;-1.071;0.147
Tilt 1;26.04.2022 20:00:06;-1.067;0.147
Tilt 1;26.04.2022 21:00:04;-1.069;0.149
Tilt 1;26.04.2022 22:00:04;-1.069;0.151
Tilt 1;26.04.2022 23:00:05;-1.069;0.153
Tilt 1;27.04.2022 00:00:39;-1.069;0.153
Tilt 1;27.04.2022 01:00:05;-1.069;0.153
Tilt 1;27.04.2022 02:00:04;-1.071;0.153
Tilt 1;27.04.2022 03:00:04;-1.071;0.153
Tilt 1;27.04.2022 04:00:06;-1.069;0.153
Tilt 1;27.04.2022 05:00:04;-1.069;0.153
Tilt 1;27.04.2022 06:00:05;-1.071;0.153
Tilt 1;27.04.2022 07:00:05;-1.069;0.151
Tilt 1;27.04.2022 08:00:07;-1.073;0.149
Tilt 1;27.04.2022 09:00:04;-1.075;0.146
Tilt 1;27.04.2022 10:00:04;-1.079;0.146
Tilt 1;27.04.2022 11:00:04;-1.077;0.146
Tilt 1;27.04.2022 12:00:06;-1.073;0.144
Tilt 1;27.04.2022 13:00:04;-1.071;0.144
Tilt 1;27.04.2022 14:00:05;-1.071;0.144
Tilt 1;27.04.2022 15:00:05;-1.069;0.146
Tilt 1;27.04.2022 16:00:06;-1.071;0.146
Tilt 1;27.04.2022 17:00:04;-1.071;0.146
Tilt 1;27.04.2022 18:00:04;-1.069;0.144
Tilt 1;27.04.2022 19:00:05;-1.069;0.147
Tilt 1;27.04.2022 20:00:07;-1.069;0.149
Tilt 1;27.04.2022 21:00:05;-1.069;0.151
Tilt 1;27.04.2022 22:00:05;-1.067;0.149
Tilt 1;27.04.2022 23:00:04;-1.069;0.151
Tilt 1;28.04.2022 00:00:06;-1.069;0.151
Tilt 1;28.04.2022 01:00:04;-1.069;0.153
Tilt 1;28.04.2022 02:00:05;-1.069;0.151
Tilt 1;28.04.2022 03:00:04;-1.069;0.153
Tilt 1;28.04.2022 04:00:07;-1.069;0.153
Tilt 1;28.04.2022 05:00:05;-1.071;0.153
Tilt 1;28.04.2022 06:00:04;-1.069;0.149
Tilt 1;28.04.2022 07:00:04;-1.069;0.153
Tilt 1;28.04.2022 08:00:26;-1.071;0.153
Tilt 1;28.04.2022 09:00:04;-1.073;0.151
Tilt 1;28.04.2022 10:00:05;-1.071;0.149
Tilt 1;28.04.2022 11:00:04;-1.067;0.147
Tilt 1;28.04.2022 12:00:07;-1.069;0.146
Tilt 1;28.04.2022 13:00:05;-1.069;0.146
Tilt 1;28.04.2022 14:00:04;-1.069;0.146
Tilt 1;28.04.2022 15:00:04;-1.069;0.146
Tilt 1;28.04.2022 16:00:06;-1.069;0.146
Tilt 1;28.04.2022 17:00:04;-1.069;0.147
Tilt 1;28.04.2022 18:00:04;-1.069;0.149
Tilt 1;28.04.2022 19:00:05;-1.069;0.149
Tilt 1;28.04.2022 20:00:07;-1.069;0.149
Tilt 1;28.04.2022 21:00:04;-1.069;0.151
Tilt 1;28.04.2022 22:00:04;-1.069;0.149
Tilt 1;28.04.2022 23:00:04;-1.071;0.151
Tilt 1;29.04.2022 00:00:06;-1.071;0.151
Tilt 1;29.04.2022 01:00:04;-1.071;0.153
Tilt 1;29.04.2022 02:00:05;-1.071;0.153
Tilt 1;29.04.2022 03:00:05;-1.069;0.151
Tilt 1;29.04.2022 04:00:06;-1.071;0.153
Tilt 1;29.04.2022 05:00:04;-1.071;0.151
Tilt 1;29.04.2022 06:00:04;-1.071;0.151
Tilt 1;29.04.2022 07:00:04;-1.071;0.151
Tilt 1;29.04.2022 08:00:07;-1.071;0.149
Tilt 1;29.04.2022 09:00:05;-1.071;0.149
Tilt 1;29.04.2022 10:00:05;-1.069;0.147
Tilt 1;29.04.2022 11:00:05;-1.071;0.147
Tilt 1;29.04.2022 12:00:06;-1.071;0.144
Tilt 1;29.04.2022 13:00:04;-1.069;0.144
Tilt 1;29.04.2022 14:00:04;-1.069;0.144
Tilt 1;29.04.2022 15:00:04;-1.071;0.144
Tilt 1;29.04.2022 16:00:07;-1.071;0.144
Tilt 1;29.04.2022 17:00:05;-1.071;0.144
Tilt 1;29.04.2022 18:00:05;-1.069;0.146
Tilt 1;29.04.2022 19:00:04;-1.069;0.147
Tilt 1;29.04.2022 20:00:06;-1.069;0.149
Tilt 1;29.04.2022 21:00:04;-1.071;0.149
Tilt 1;29.04.2022 22:00:04;-1.071;0.149
Tilt 1;29.04.2022 23:00:05;-1.071;0.149
Tilt 1;30.04.2022 00:00:07;-1.071;0.149
Tilt 1;30.04.2022 01:00:04;-1.071;0.151
Tilt 1;30.04.2022 02:00:04;-1.069;0.149
Tilt 1;30.04.2022 03:00:04;-1.071;0.151
Tilt 1;30.04.2022 04:00:06;-1.071;0.149
Tilt 1;30.04.2022 05:00:04;-1.071;0.151
Tilt 1;30.04.2022 06:00:05;-1.071;0.149
Tilt 1;30.04.2022 07:00:05;-1.071;0.149
Tilt 1;30.04.2022 08:00:06;-1.071;0.149
Tilt 1;30.04.2022 09:00:04;-1.071;0.147
Tilt 1;30.04.2022 10:00:04;-1.073;0.146
Tilt 1;30.04.2022 11:00:04;-1.071;0.146
Tilt 1;30.04.2022 12:00:06;-1.069;0.146
Tilt 1;30.04.2022 13:00:04;-1.071;0.146
Tilt 1;30.04.2022 14:00:05;-1.069;0.144
Tilt 1;30.04.2022 15:00:05;-1.071;0.144
Tilt 1;30.04.2022 16:00:26;-1.071;0.146
Tilt 1;30.04.2022 17:00:04;-1.069;0.146
Tilt 1;30.04.2022 18:00:04;-1.071;0.147
Tilt 1;30.04.2022 19:00:05;-1.071;0.147
Tilt 1;30.04.2022 20:00:07;-1.071;0.149
Tilt 1;30.04.2022 21:00:05;-1.071;0.149
Tilt 1;30.04.2022 22:00:05;-1.069;0.149
Tilt 1;30.04.2022 23:00:04;-1.069;0.151
Tilt 1;01.05.2022 00:00:06;-1.069;0.153
Tilt 1;01.05.2022 01:00:04;-1.071;0.153
Tilt 1;01.05.2022 02:00:05;-1.071;0.153
Tilt 1;01.05.2022 03:00:05;-1.071;0.153
Tilt 1;01.05.2022 04:00:07;-1.071;0.155
Tilt 1;01.05.2022 05:00:04;-1.071;0.153
Tilt 1;01.05.2022 06:00:04;-1.071;0.155
Tilt 1;01.05.2022 07:00:04;-1.073;0.153
Tilt 1;01.05.2022 08:00:06;-1.077;0.147
Tilt 1;01.05.2022 09:00:04;-1.079;0.146
Tilt 1;01.05.2022 10:00:05;-1.079;0.144
Tilt 1;01.05.2022 11:00:05;-1.077;0.146
Tilt 1;01.05.2022 12:00:07;-1.073;0.144
Tilt 1;01.05.2022 13:00:04;-1.071;0.144
Tilt 1;01.05.2022 14:00:04;-1.071;0.144
Tilt 1;01.05.2022 15:00:04;-1.069;0.144
Tilt 1;01.05.2022 16:00:06;-1.071;0.142
Tilt 1;01.05.2022 17:00:04;-1.071;0.144
Tilt 1;01.05.2022 18:00:05;-1.071;0.146
Tilt 1;01.05.2022 19:00:04;-1.071;0.146
Tilt 1;01.05.2022 20:00:38;-1.071;0.147
Tilt 1;01.05.2022 21:00:04;-1.069;0.147
Tilt 1;01.05.2022 22:00:04;-1.071;0.149
Tilt 1;01.05.2022 23:00:05;-1.069;0.149
Tilt 1;02.05.2022 00:00:07;-1.073;0.149
Tilt 1;02.05.2022 01:00:05;-1.071;0.149
Tilt 1;02.05.2022 02:00:04;-1.071;0.149
Tilt 1;02.05.2022 03:00:04;-1.073;0.151
Tilt 1;02.05.2022 04:00:06;-1.071;0.149
Tilt 1;02.05.2022 05:00:04;-1.071;0.153
Tilt 1;02.05.2022 06:00:05;-1.071;0.153
Tilt 1;02.05.2022 07:00:05;-1.075;0.151
Tilt 1;02.05.2022 08:00:06;-1.073;0.151
Tilt 1;02.05.2022 09:00:04;-1.071;0.151
Tilt 1;02.05.2022 10:00:04;-1.073;0.151
Tilt 1;02.05.2022 11:00:04;-1.069;0.149
Tilt 1;02.05.2022 12:00:06;-1.071;0.149
Tilt 1;02.05.2022 13:00:04;-1.071;0.147
Tilt 1;02.05.2022 14:00:05;-1.071;0.146
Tilt 1;02.05.2022 15:00:05;-1.071;0.146
Tilt 1;02.05.2022 16:00:06;-1.071;0.146
Tilt 1;02.05.2022 17:00:04;-1.071;0.149
Tilt 1;02.05.2022 18:00:04;-1.071;0.149
Tilt 1;02.05.2022 19:00:05;-1.071;0.149
Tilt 1;02.05.2022 20:00:07;-1.069;0.151
Tilt 1;02.05.2022 21:00:05;-1.071;0.153
Tilt 1;02.05.2022 22:00:04;-1.071;0.151
Tilt 1;02.05.2022 23:00:04;-1.071;0.153
Tilt 1;03.05.2022 00:00:06;-1.071;0.153
Tilt 1;03.05.2022 01:00:04;-1.073;0.153
Tilt 1;03.05.2022 02:00:05;-1.071;0.153
Tilt 1;03.05.2022 03:00:05;-1.071;0.155
Tilt 1;03.05.2022 04:00:08;-1.071;0.153
Tilt 1;03.05.2022 05:00:04;-1.073;0.153
Tilt 1;03.05.2022 06:00:04;-1.073;0.155
Tilt 1;03.05.2022 07:00:04;-1.075;0.153
Tilt 1;03.05.2022 08:00:07;-1.071;0.151
Tilt 1;03.05.2022 09:00:04;-1.071;0.149
Tilt 1;03.05.2022 10:00:05;-1.071;0.149
Tilt 1;03.05.2022 11:00:05;-1.071;0.149
Tilt 1;03.05.2022 12:00:07;-1.071;0.147
Tilt 1;03.05.2022 13:00:04;-1.071;0.144
Tilt 1;03.05.2022 14:00:04;-1.071;0.146
Tilt 1;03.05.2022 15:00:04;-1.071;0.144
Tilt 1;03.05.2022 16:00:07;-1.071;0.144
Tilt 1;03.05.2022 17:00:04;-1.071;0.144
Tilt 1;03.05.2022 18:00:05;-1.071;0.146
Tilt 1;03.05.2022 19:00:05;-1.071;0.149
Tilt 1;03.05.2022 20:00:06;-1.071;0.151
Tilt 1;03.05.2022 21:00:04;-1.067;0.151
Tilt 1;03.05.2022 22:00:04;-1.069;0.153
Tilt 1;03.05.2022 23:00:05;-1.069;0.153
Tilt 1;04.05.2022 00:00:07;-1.071;0.151
Tilt 1;04.05.2022 01:00:05;-1.071;0.151
Tilt 1;04.05.2022 02:00:04;-1.071;0.155
Tilt 1;04.05.2022 03:00:04;-1.071;0.153
Tilt 1;04.05.2022 04:00:06;-1.069;0.153
Tilt 1;04.05.2022 05:00:04;-1.071;0.153
Tilt 1;04.05.2022 06:00:05;-1.075;0.151
Tilt 1;04.05.2022 07:00:05;-1.071;0.151
Tilt 1;04.05.2022 08:00:07;-1.075;0.147
Tilt 1;04.05.2022 09:00:04;-1.071;0.147
Tilt 1;04.05.2022 10:00:04;-1.075;0.146
Tilt 1;04.05.2022 11:00:04;-1.071;0.146
Tilt 1;04.05.2022 12:00:27;-1.073;0.144
Tilt 1;04.05.2022 13:00:05;-1.069;0.144
Tilt 1;04.05.2022 14:00:05;-1.071;0.144
Tilt 1;04.05.2022 15:00:04;-1.069;0.144
Tilt 1;04.05.2022 16:00:06;-1.071;0.146
Tilt 1;04.05.2022 17:00:04;-1.071;0.146
Tilt 1;04.05.2022 18:00:05;-1.071;0.146
Tilt 1;04.05.2022 19:00:05;-1.071;0.147
Tilt 1;04.05.2022 20:00:07;-1.071;0.149
Tilt 1;04.05.2022 21:00:04;-1.073;0.149
Tilt 1;04.05.2022 22:00:04;-1.071;0.149
Tilt 1;04.05.2022 23:00:04;-1.071;0.149
Tilt 1;05.05.2022 00:00:07;-1.075;0.155
Tilt 1;05.05.2022 01:00:04;-1.071;0.455
Tilt 1;05.05.2022 02:00:05;-1.073;0.149
Tilt 1;05.05.2022 03:00:05;-1.071;0.153
Tilt 1;05.05.2022 04:00:06;-1.075;0.149
Tilt 1;05.05.2022 05:00:04;-1.075;0.149
Tilt 1;05.05.2022 06:00:05;-1.075;0.149
Tilt 1;05.05.2022 07:00:04;-1.073;0.149
Tilt 1;05.05.2022 08:00:07;-1.075;0.149
Tilt 1;05.05.2022 09:00:05;-1.071;0.149
Tilt 1;05.05.2022 10:00:04;-1.071;0.147
Tilt 1;05.05.2022 11:00:05;-1.071;0.146
Tilt 1;05.05.2022 12:00:07;-1.071;0.147
Tilt 1;05.05.2022 13:00:04;-1.071;0.146
Tilt 1;05.05.2022 14:00:04;-1.073;0.146
Tilt 1;05.05.2022 15:00:04;-1.071;0.144
Tilt 1;05.05.2022 16:00:26;-1.071;0.144
Tilt 1;05.05.2022 17:00:05;-1.071;0.147
Tilt 1;05.05.2022 18:00:05;-1.069;0.146
Tilt 1;05.05.2022 19:00:04;-1.073;0.149
Tilt 1;05.05.2022 20:00:06;-1.071;0.149
Tilt 1;05.05.2022 21:00:04;-1.073;0.149
Tilt 1;05.05.2022 22:00:05;-1.073;0.149
Tilt 1;05.05.2022 23:00:04;-1.073;0.149
Tilt 1;06.05.2022 00:00:07;-1.073;0.190
Tilt 1;06.05.2022 01:00:05;-1.075;0.149
Tilt 1;06.05.2022 02:00:04;-1.075;0.149
Tilt 1;06.05.2022 03:00:04;-1.075;0.149
Tilt 1;06.05.2022 04:00:06;-1.075;0.147
Tilt 1;06.05.2022 05:00:04;-1.073;0.147
Tilt 1;06.05.2022 06:00:05;-1.075;0.147
Tilt 1;06.05.2022 07:00:05;-1.075;0.149
Tilt 1;06.05.2022 08:00:06;-1.075;0.147
Tilt 1;06.05.2022 09:00:04;-1.073;0.149
Tilt 1;06.05.2022 10:00:05;-1.075;0.149
Tilt 1;06.05.2022 11:00:04;-1.073;0.146
Tilt 1;06.05.2022 12:00:06;-1.075;0.147
Tilt 1;06.05.2022 13:00:04;-1.075;0.146
Tilt 1;06.05.2022 14:00:05;-1.073;0.153
Tilt 1;06.05.2022 15:00:05;-1.073;0.146
Tilt 1;06.05.2022 16:00:06;-1.071;0.168
Tilt 1;06.05.2022 17:00:04;-1.073;0.147
Tilt 1;06.05.2022 18:00:04;-1.071;0.172
Tilt 1;06.05.2022 19:00:05;-1.075;0.147
Tilt 1;06.05.2022 20:00:07;-1.075;0.147
Tilt 1;06.05.2022 21:00:05;-1.075;0.205
Tilt 1;06.05.2022 22:00:05;-1.071;0.149
Tilt 1;06.05.2022 23:00:04;-1.071;0.159
Tilt 1;07.05.2022 00:00:06;-1.073;0.149
Tilt 1;07.05.2022 02:00:05;-1.075;0.181
Tilt 1;07.05.2022 03:00:05;-1.075;0.159
Tilt 1;07.05.2022 05:00:04;-1.075;0.153
Tilt 1;07.05.2022 08:00:07;-1.075;0.155
Tilt 1;07.05.2022 09:00:04;-1.075;0.153
Tilt 1;07.05.2022 10:00:05;-1.075;0.155
Tilt 1;07.05.2022 13:00:04;-1.073;0.155
Tilt 1;07.05.2022 14:00:04;-1.071;0.149
Tilt 1;07.05.2022 16:00:07;-1.071;0.159
Tilt 1;07.05.2022 17:00:05;-1.071;0.155
Tilt 1;07.05.2022 19:00:04;-1.069;0.153
Tilt 1;07.05.2022 20:00:06;-1.071;0.157
Tilt 1;07.05.2022 23:00:05;-1.071;0.157
Tilt 1;08.05.2022 01:00:05;-1.071;0.164
Tilt 1;08.05.2022 02:00:04;-1.073;0.160
Tilt 1;08.05.2022 03:00:04;-1.073;0.157
Tilt 1;08.05.2022 04:00:06;-1.075;0.157
Tilt 1;08.05.2022 05:00:04;-1.075;0.155
Tilt 1;08.05.2022 07:00:05;-1.075;0.159
Tilt 1;08.05.2022 08:00:06;-1.077;0.153
Tilt 1;08.05.2022 09:00:04;-1.079;0.149
Tilt 1;08.05.2022 10:00:04;-1.080;0.147
Tilt 1;08.05.2022 11:00:04;-1.077;0.147
Tilt 1;08.05.2022 12:00:06;-1.075;0.144
Tilt 1;08.05.2022 13:00:04;-1.075;0.146
Tilt 1;08.05.2022 14:00:05;-1.071;0.144
Tilt 1;08.05.2022 15:00:05;-1.071;0.142
Tilt 1;08.05.2022 16:00:06;-1.075;0.142
Tilt 1;08.05.2022 17:00:04;-1.071;0.146
Tilt 1;08.05.2022 18:00:04;-1.073;0.146
Tilt 1;08.05.2022 19:00:05;-1.071;0.146
Tilt 1;08.05.2022 20:00:39;-1.071;0.149
Tilt 1;08.05.2022 21:00:05;-1.071;0.149
Tilt 1;08.05.2022 22:00:05;-1.073;0.147
Tilt 1;08.05.2022 23:00:04;-1.075;0.149
Tilt 1;09.05.2022 00:00:06;-1.073;0.149
Tilt 1;09.05.2022 01:00:04;-1.077;0.149
Tilt 1;09.05.2022 02:00:04;-1.075;0.149
Tilt 1;09.05.2022 03:00:05;-1.075;0.153
Tilt 1;09.05.2022 04:00:07;-1.075;0.149
Tilt 1;09.05.2022 05:00:05;-1.075;0.149
Tilt 1;09.05.2022 06:00:04;-1.075;0.151
Tilt 1;09.05.2022 07:00:04;-1.077;0.147
Tilt 1;09.05.2022 08:00:06;-1.079;0.146
Tilt 1;09.05.2022 09:00:04;-1.079;0.144
Tilt 1;09.05.2022 10:00:05;-1.075;0.144
Tilt 1;09.05.2022 11:00:05;-1.071;0.142
Tilt 1;09.05.2022 12:00:26;-1.071;0.140
Tilt 1;09.05.2022 13:00:04;-1.075;0.140
Tilt 1;09.05.2022 14:00:04;-1.071;0.140
Tilt 1;09.05.2022 15:00:04;-1.071;0.140
Tilt 1;09.05.2022 16:00:07;-1.073;0.142
Tilt 1;09.05.2022 17:00:05;-1.075;0.144
Tilt 1;09.05.2022 18:00:05;-1.075;0.144
Tilt 1;09.05.2022 19:00:04;-1.077;0.146
Tilt 1;09.05.2022 20:00:06;-1.075;0.146
Tilt 1;09.05.2022 21:00:04;-1.075;0.146
Tilt 1;09.05.2022 22:00:05;-1.077;0.147
Tilt 1;09.05.2022 23:00:04;-1.079;0.147
Tilt 1;10.05.2022 00:00:07;-1.079;0.147
Tilt 1;10.05.2022 01:00:05;-1.077;0.147
Tilt 1;10.05.2022 02:00:04;-1.077;0.149
Tilt 1;10.05.2022 03:00:04;-1.075;0.149
Tilt 1;10.05.2022 04:00:26;-1.077;0.149
Tilt 1;10.05.2022 05:00:04;-1.077;0.149
Tilt 1;10.05.2022 06:00:05;-1.079;0.149
Tilt 1;10.05.2022 07:00:05;-1.077;0.149
Tilt 1;10.05.2022 08:00:27;-1.079;0.149
Tilt 1;10.05.2022 09:00:04;-1.077;0.149
Tilt 1;10.05.2022 10:00:04;-1.077;0.149
Tilt 1;10.05.2022 11:00:04;-1.075;0.149
Tilt 1;10.05.2022 12:00:06;-1.075;0.147
Tilt 1;10.05.2022 13:00:04;-1.075;0.146
Tilt 1;10.05.2022 14:00:04;-1.077;0.149
Tilt 1;10.05.2022 15:00:04;-1.075;0.149
Tilt 1;10.05.2022 16:00:07;-1.075;0.149
Tilt 1;10.05.2022 17:00:05;-1.075;0.149
Tilt 1;10.05.2022 18:00:04;-1.075;0.147
Tilt 1;10.05.2022 19:00:04;-1.075;0.149
Tilt 1;10.05.2022 20:00:06;-1.075;0.149
Tilt 1;10.05.2022 21:00:04;-1.075;0.149
Tilt 1;10.05.2022 22:00:05;-1.077;0.149
Tilt 1;10.05.2022 23:00:05;-1.075;0.149
Tilt 1;11.05.2022 00:00:06;-1.075;0.151
Tilt 1;11.05.2022 01:00:04;-1.079;0.149
Tilt 1;11.05.2022 02:00:04;-1.075;0.153
Tilt 1;11.05.2022 03:00:05;-1.077;0.151
Tilt 1;11.05.2022 04:00:07;-1.077;0.151
Tilt 1;11.05.2022 05:00:05;-1.077;0.151
Tilt 1;11.05.2022 06:00:05;-1.075;0.149
Tilt 1;11.05.2022 07:00:04;-1.075;0.149
Tilt 1;11.05.2022 08:00:06;-1.079;0.147
Tilt 1;11.05.2022 09:00:04;-1.077;0.149
Tilt 1;11.05.2022 10:00:05;-1.075;0.149
Tilt 1;11.05.2022 11:00:05;-1.075;0.149
Tilt 1;11.05.2022 12:00:06;-1.075;0.149
Tilt 1;11.05.2022 13:00:04;-1.075;0.149
Tilt 1;11.05.2022 14:00:04;-1.075;0.151
Tilt 1;11.05.2022 15:00:04;-1.075;0.151
Tilt 1;11.05.2022 16:00:07;-1.075;0.151
Tilt 1;11.05.2022 17:00:05;-1.077;0.153
Tilt 1;11.05.2022 18:00:04;-1.075;0.151
Tilt 1;11.05.2022 19:00:04;-1.075;0.153
Tilt 1;11.05.2022 20:00:06;-1.075;0.151
Tilt 1;11.05.2022 21:00:04;-1.075;0.153
Tilt 1;11.05.2022 22:00:04;-1.077;0.153
Tilt 1;11.05.2022 23:00:05;-1.075;0.153
Tilt 1;12.05.2022 00:00:07;-1.075;0.153
Tilt 1;12.05.2022 01:00:04;-1.077;0.151
Tilt 1;12.05.2022 02:00:04;-1.079;0.153
Tilt 1;12.05.2022 03:00:05;-1.077;0.151
Tilt 1;12.05.2022 04:00:07;-1.077;0.153
Tilt 1;12.05.2022 05:00:04;-1.079;0.153
Tilt 1;12.05.2022 06:00:05;-1.077;0.153
Tilt 1;12.05.2022 07:00:05;-1.077;0.153
Tilt 1;12.05.2022 08:00:06;-1.079;0.153
Tilt 1;12.05.2022 09:00:04;-1.079;0.153
Tilt 1;12.05.2022 10:00:05;-1.075;0.153
Tilt 1;12.05.2022 11:00:04;-1.075;0.153
Tilt 1;12.05.2022 12:00:26;-1.075;0.153
Tilt 1;12.05.2022 13:00:05;-1.075;0.149
Tilt 1;12.05.2022 14:00:04;-1.075;0.146
Tilt 1;12.05.2022 15:00:04;-1.073;0.147
Tilt 1;12.05.2022 16:00:06;-1.075;0.149
Tilt 1;12.05.2022 17:00:04;-1.075;0.149
Tilt 1;12.05.2022 18:00:05;-1.075;0.149
Tilt 1;12.05.2022 19:00:05;-1.075;0.151
Tilt 1;12.05.2022 20:00:06;-1.075;0.153
Tilt 1;12.05.2022 21:00:04;-1.075;0.153
Tilt 1;12.05.2022 22:00:04;-1.073;0.153
Tilt 1;12.05.2022 23:00:04;-1.075;0.153
Tilt 1;13.05.2022 00:00:07;-1.075;0.153
Tilt 1;13.05.2022 01:00:05;-1.077;0.153
Tilt 1;13.05.2022 02:00:05;-1.075;0.153
Tilt 1;13.05.2022 03:00:04;-1.075;0.153
Tilt 1;13.05.2022 04:00:06;-1.077;0.153
Tilt 1;13.05.2022 05:00:04;-1.077;0.153
Tilt 1;13.05.2022 06:00:05;-1.077;0.153
Tilt 1;13.05.2022 07:00:04;-1.077;0.153
Tilt 1;13.05.2022 08:00:07;-1.077;0.149
Tilt 1;13.05.2022 09:00:04;-1.075;0.151
Tilt 1;13.05.2022 10:00:04;-1.073;0.149
Tilt 1;13.05.2022 11:00:04;-1.077;0.149
Tilt 1;13.05.2022 12:00:07;-1.075;0.149
Tilt 1;13.05.2022 13:00:05;-1.075;0.149
Tilt 1;13.05.2022 14:00:05;-1.075;0.149
Tilt 1;13.05.2022 15:00:04;-1.075;0.151
Tilt 1;13.05.2022 16:00:06;-1.073;0.151
Tilt 1;13.05.2022 17:00:04;-1.075;0.149
Tilt 1;13.05.2022 18:00:04;-1.075;0.151
Tilt 1;13.05.2022 19:00:05;-1.075;0.153
Tilt 1;13.05.2022 20:00:07;-1.077;0.151
Tilt 1;13.05.2022 21:00:04;-1.075;0.153
Tilt 1;13.05.2022 22:00:04;-1.075;0.151
Tilt 1;13.05.2022 23:00:04;-1.077;0.153
Tilt 1;14.05.2022 00:00:06;-1.079;0.151
Tilt 1;14.05.2022 01:00:04;-1.077;0.151
Tilt 1;14.05.2022 02:00:04;-1.079;0.153
Tilt 1;14.05.2022 03:00:05;-1.077;0.153
Tilt 1;14.05.2022 04:00:07;-1.077;0.153
Tilt 1;14.05.2022 05:00:04;-1.079;0.153
Tilt 1;14.05.2022 06:00:04;-1.077;0.153
Tilt 1;14.05.2022 07:00:04;-1.079;0.155
Tilt 1;14.05.2022 08:00:07;-1.079;0.153
Tilt 1;14.05.2022 09:00:04;-1.077;0.153
Tilt 1;14.05.2022 10:00:05;-1.077;0.153
Tilt 1;14.05.2022 11:00:05;-1.075;0.151
Tilt 1;14.05.2022 12:00:06;-1.077;0.151
Tilt 1;14.05.2022 13:00:04;-1.073;0.149
Tilt 1;14.05.2022 14:00:05;-1.075;0.149
Tilt 1;14.05.2022 15:00:04;-1.075;0.146
Tilt 1;14.05.2022 16:00:07;-1.073;0.149
Tilt 1;14.05.2022 17:00:05;-1.075;0.149
Tilt 1;14.05.2022 18:00:04;-1.075;0.151
Tilt 1;14.05.2022 19:00:04;-1.075;0.151
Tilt 1;14.05.2022 20:00:06;-1.075;0.153
Tilt 1;14.05.2022 21:00:04;-1.075;0.153
Tilt 1;14.05.2022 22:00:05;-1.075;0.151
Tilt 1;14.05.2022 23:00:05;-1.077;0.153
Tilt 1;15.05.2022 00:00:06;-1.075;0.151
Tilt 1;15.05.2022 01:00:04;-1.079;0.153
Tilt 1;15.05.2022 02:00:05;-1.075;0.151
Tilt 1;15.05.2022 03:00:04;-1.079;0.151
Tilt 1;15.05.2022 04:00:07;-1.079;0.149
Tilt 1;15.05.2022 05:00:04;-1.079;0.151
Tilt 1;15.05.2022 06:00:04;-1.077;0.151
Tilt 1;28.07.2022 12:00:07;-0.926;0.442
Tilt 1;28.07.2022 13:00:07;-0.969;0.405
Tilt 1;28.07.2022 14:00:25;-1.043;0.335
Tilt 1;28.07.2022 15:00:07;-1.036;0.342
Tilt 1;28.07.2022 16:00:07;-1.054;0.322
Tilt 1;28.07.2022 17:00:06;-1.058;0.322
Tilt 1;28.07.2022 18:00:07;-1.062;0.344
Tilt 1;29.07.2022 10:00:07;-1.019;0.377
Tilt 1;29.07.2022 11:00:06;-0.993;0.390
Tilt 1;29.07.2022 12:00:06;-0.982;0.394
Tilt 1;29.07.2022 13:00:07;-1.066;0.340
Tilt 1;29.07.2022 14:00:07;-1.034;0.338
Tilt 1;29.07.2022 15:00:07;-1.027;0.340
Tilt 1;29.07.2022 16:00:07;-1.084;0.327
Tilt 1;29.07.2022 17:00:06;-1.054;0.329
Tilt 1;29.07.2022 18:00:06;-1.019;0.353
Tilt 1;29.07.2022 19:00:06;-0.982;0.387
Tilt 1;30.07.2022 02:00:06;-0.923;0.474
Tilt 1;30.07.2022 03:00:07;-1.004;0.431
Tilt 1;30.07.2022 04:00:07;-0.949;0.424
Tilt 1;30.07.2022 05:00:07;-0.895;0.470
Tilt 1;30.07.2022 10:00:07;-0.856;0.483
Tilt 1;30.07.2022 11:00:07;-0.888;0.476
Tilt 1;30.07.2022 12:00:07;-0.889;0.470
Tilt 1;31.07.2022 23:00:07;-0.915;0.453
Tilt 1;01.08.2022 00:00:07;-0.958;0.448
Tilt 1;01.08.2022 01:00:07;-0.951;0.439
Tilt 1;01.08.2022 02:00:07;-0.982;0.431
Tilt 1;01.08.2022 03:00:07;-0.932;0.446
Tilt 1;01.08.2022 04:00:07;-0.945;0.440
Tilt 1;01.08.2022 05:00:06;-0.951;0.409
Tilt 1;01.08.2022 06:00:07;-0.977;0.427
Tilt 1;01.08.2022 07:00:06;-0.973;0.426
Tilt 1;01.08.2022 20:00:07;-0.978;0.444
Tilt 1;01.08.2022 21:00:07;-0.956;0.442
Tilt 1;01.08.2022 22:00:07;-0.980;0.405
Tilt 1;01.08.2022 23:00:07;-1.066;0.361
Tilt 1;02.08.2022 00:00:06;-1.036;0.353
Tilt 1;02.08.2022 01:00:06;-1.047;0.348
